4.151353524828783892e-02,-1.154035006510664707e-01,9.173420093991340590e-03,3.899428776669453672e-02,8.913215189187119469e-02,2.024552603391293303e-03,4.145063703448460118e-02,-6.863732810196995771e-02,-9.415926855232410742e-03,-4.637756140292258189e-02
-9.866176526142010628e-02,2.000701394550630230e-02,-3.304317655529215303e-02,8.414070140259820307e-02,2.112469090536040969e-02,-3.510486157260754581e-02,5.880900930378599178e-02,-7.209167264010817033e-02,2.869936048849626095e-02,-3.185032043750841892e-03
-1.078735408398671797e-01,3.119083649009439171e-02,1.473532224079452946e-01,7.853065236578725405e-02,-1.078856241174632469e-01,1.041292151616239336e-01,-1.005581576794599002e-01,4.952341344342881674e-02,5.275241754137560690e-02,-9.069301532717732872e-02
-3.819423790370153615e-02,6.734587309529670163e-02,9.394808533737382394e-02,7.424729480093526270e-03,8.908079738808076520e-02,3.036489538075835132e-02,5.596798967125648366e-02,4.701158876272375220e-02,7.028908076081887002e-02,8.113593906786910337e-02
2.218166274293782367e-02,-2.458783640799095185e-02,2.703981590747476377e-02,-8.962901681201826398e-02,6.344800070453731657e-03,6.066923641146197699e-02,7.946458152750472681e-02,4.511541901874321914e-02,-7.032648240963228214e-02,8.074819478328719435e-02
-8.045004792359627954e-02,7.524175243382545675e-02,6.314111631668542501e-02,4.574742739721245760e-02,8.499009622549165421e-02,6.664220461432561471e-02,6.885246167921126037e-02,2.885460912551238849e-02,-4.167045980564740293e-02,-4.811381835582128480e-02
-5.996144524902520095e-05,-2.392007679071033246e-02,7.720401093563222794e-02,-1.623230795729364503e-02,-5.301769248858477501e-02,-2.623172542401759968e-02,8.481635082125980885e-02,-5.666801013155492450e-02,4.565878856169964563e-03,1.732561475921436112e-02
-1.034231163184820002e-01,-8.554244811493598444e-02,6.885354965272098837e-02,7.749015265343867087e-02,6.865577032044795081e-02,-8.811512148328667915e-02,-9.239328972405655427e-02,-2.787502674389520652e-02,1.908822607069012717e-02,-2.081426121959334755e-02
-7.270866158667130263e-02,-3.133293648835282913e-02,7.736980888669264811e-02,-3.631058130810244089e-02,4.670046729084093018e-02,1.338876663552001668e-02,3.416637676799123141e-02,-5.446190250634867780e-02,2.300462409312504109e-03,-6.459737708822196889e-02
3.801386397092505059e-02,-9.160207236740972037e-02,-3.487835474750990844e-02,-3.805296196957078363e-04,6.281577941502908616e-03,1.324551101102462193e-02,-4.984524740550841382e-02,6.796802143937305529e-02,-1.006469500518991783e-01,-5.012312052206752133e-02
8.424717214259289100e-03,3.449067704337117901e-02,-1.026724504052066861e-01,8.026589336902988092e-02,-9.336081833895049087e-02,6.589926913221781646e-02,-6.573732755572998798e-02,-3.428183976422318618e-02,6.916507518113861053e-02,8.500136321610229917e-02
-2.582951459248164841e-02,6.230494659244542599e-02,1.130509301794455426e-02,4.737787907425921458e-02,-1.298932516207554691e-02,-1.318055809336268758e-02,-7.949167089847165857e-02,-2.010627648086358438e-02,-9.398031864347716757e-02,9.238160403211945204e-02
1.184764821337343232e-01,-1.214548349169963515e-01,-2.829477843607076590e-02,1.134311201017676185e-01,5.170066310990356802e-03,-7.699914439170936487e-02,-7.781976465195074300e-02,5.693886362992680618e-03,2.542204432010989126e-02,6.012614076337248481e-02
-3.681781415854079587e-02,-8.604059581838607862e-02,1.049678638119604969e-02,-7.989105567899208726e-02,-4.928187241404911184e-02,-4.705995142456662755e-02,-8.480590705416460318e-02,-1.114625131816299741e-01,4.615791579126231337e-02,-8.454510126546091464e-02
-9.573924432173958055e-02,1.024359472170117413e-01,1.354789063683825914e-02,6.299573201828649605e-02,-1.030013892857778307e-01,2.007836732696684917e-02,-6.241093730454477795e-02,8.316027240825156833e-03,2.670019304574881500e-02,2.293897543710447795e-02
-4.388699641885754343e-02,3.687923133032959544e-02,6.567336612571225696e-02,-7.633178208367875917e-02,7.040777544430913693e-02,-5.470103268111634921e-03,7.207363736481534056e-02,1.732020084780798441e-02,-4.171831168236893317e-02,6.581115269753873287e-02
5.085298018567154660e-02,-5.827688232700666687e-02,8.730244139343390497e-02,1.342709615347777337e-02,-3.446144835928190153e-02,-1.012584152525163872e-01,9.382136539733129665e-02,-1.144346655835699333e-01,5.143261155578559424e-02,5.768298036802341905e-02
-2.523613356082587966e-02,1.091480243512992082e-01,5.177952174809296454e-02,-3.543810100959405868e-03,7.003950123792732074e-02,8.432339286477780194e-02,4.775017694426068882e-02,6.406734353207990673e-02,1.050204817639433658e-01,8.001254034376210911e-02
-8.874854856184133389e-02,-4.000672517756049401e-02,6.409332602029087222e-02,-8.796978090762350155e-02,-7.996450559597811231e-03,1.019671489190413470e-02,-7.231612356584305595e-03,-4.440184481964382784e-02,-4.347345128517794005e-02,-6.412734311691161392e-03
-7.131366188147691965e-02,8.137315822066085169e-02,-5.859363422114606534e-02,8.821198630856197376e-02,-3.287570169630126687e-02,-4.733030583779778561e-02,3.121639770860029986e-02,-5.453562927010009720e-02,1.509601985001188425e-02,1.204274722989967517e-01
-3.857970257435060224e-02,-1.842700098723388386e-02,-9.064292947088760377e-02,-2.248972472539008394e-02,1.442599267324265640e-02,2.112791040338717486e-04,6.189696691806800127e-02,-6.765307041190987691e-02,-6.503097582521571995e-02,-5.539920306673902506e-02
8.975523429655565821e-02,-1.133356614007369895e-01,-1.590486557596852701e-02,-5.082472034721369214e-03,2.717298939959757187e-02,1.747121817219611517e-02,9.664027196373106698e-02,8.316839254019683936e-02,-8.097251163156951245e-03,-4.678363569280523382e-02
6.514575525095475661e-02,1.076129406889691359e-01,-3.655159386045400000e-02,-4.388931250546881241e-02,1.047054124845136630e-01,4.034217612842559003e-02,1.120349834662511396e-01,2.668758310980948872e-02,-1.384276894019590212e-02,-8.363221524968091070e-02
1.236730463680241338e-01,-4.408889335766175838e-02,-3.358657423643539308e-02,1.130925419067716903e-01,-7.588064044193734703e-02,-7.595834349503366445e-02,2.952697187137038118e-02,2.861717016827318785e-02,-1.060931786631608004e-01,8.396142347732347966e-02
-4.478169724595746498e-02,9.607901076478589375e-03,-6.769820398690556962e-02,-6.102138882756270866e-02,1.043104972523400675e-01,-1.088892824049783187e-01,8.719199744594044454e-02,7.551593921919950991e-02,9.771925061374762966e-02,-1.112076996906856963e-01
-9.917581439718521630e-02,4.663250876250541604e-02,-6.447018091897296910e-02,1.039857652461483907e-02,-5.738822877403183809e-02,-2.379621729652644374e-02,-1.005832843724780018e-01,7.702237220508681426e-02,5.480268293666328699e-02,-7.775767185507464476e-04
-8.557768424262562901e-02,-9.239535269197401979e-02,3.819873394574265640e-02,-2.638621940692893394e-02,-6.340292241273391693e-02,-5.214785185381355659e-02,1.936475651893673072e-02,-1.057319338017926186e-01,-9.976745520026977787e-02,-5.728605103619244937e-02
-6.397438228548224526e-02,1.229965615514540811e-01,-1.574405783599314157e-02,-7.007404227292798882e-02,-5.848365195663585148e-02,-7.732025799834583990e-02,4.168817330003344451e-02,9.806941816728792505e-02,1.140380224593440517e-01,8.920576380936214023e-02
4.539234672401319670e-02,8.730601092636197658e-02,2.290095870037949302e-02,3.271413056595569302e-02,-8.794099025242273215e-02,-2.681081674796486833e-02,3.852673716968444545e-02,4.867857244195269995e-02,6.663485781335787284e-02,-5.154120627078559447e-02
1.700916112162516314e-02,-6.397525017355459864e-02,-7.704167208722904892e-02,3.030220759763823171e-02,-6.330055034513661083e-02,1.067606477693306272e-01,8.251665830021524817e-02,-7.417648467075750596e-02,-5.090322371764913895e-02,1.310081403784906298e-02
9.873487002519010236e-02,7.249232818523766546e-03,-1.521042363075406079e-02,-5.943156984872149246e-02,1.033004889692639428e-01,-9.951255216773363665e-02,7.047560078656511795e-02,-5.058153182927774966e-02,1.431030195079501140e-02,-1.127748195739063618e-02
8.603095339000549346e-02,1.068192385957639212e-01,6.979963221390962647e-02,-2.836820228760513277e-02,-4.954494072865619353e-02,4.017393406809864620e-02,1.446106129810058490e-02,7.669120630981141051e-02,-9.416159725659628554e-02,-5.371109956904499688e-02
9.097404896058314261e-03,-4.869755273843833637e-02,-9.967278511514340855e-02,6.731522697961095369e-02,-3.290438600860520757e-02,1.357934472193707970e-02,1.012627043517284929e-03,4.624649214891611571e-02,-2.449206694841392015e-02,1.174073536128443680e-02
-3.315898982978124354e-02,8.882729458396648736e-02,6.946125302097652665e-02,9.934097319980701030e-03,1.173380689367479503e-02,-7.090154447287584649e-02,-1.122888650072168676e-02,-1.002331956886430980e-01,3.801051301875159327e-02,-9.017419983168155351e-02
